30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
3000,1.0000
10,1.0000
10,1.0000
10,1.0000
10,1.0000
10,1.0000
10,1.0000
10,1.0000
10,1.0000
10,1.0000
10,1.0000
10,1.0000
10,1.0000
10,1.0000
10,1.0000
10,1.0000
10,1.0000
10,1.0000
10,1.0000
10,1.0000
10,1.0000
10,1.0000
10,1.0000
10,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
100,1.0000
100,1.0000
100,1.0000
100,1.0000
100,1.0000
100,1.0000
100,1.0000
100,1.0000
100,1.0000
100,1.0000
100,1.0000
100,1.0000
100,1.0000
100,1.0000
100,1.0000
100,1.0000
100,1.0000
100,1.0000
100,1.0000
100,1.0000
100,1.0000
100,1.0000
100,1.0000
100,1.0000
100,1.0000
100,1.0000
100,1.0000
100,1.0000
100,1.0000
100,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
3000,1.0000
1654,1.0000
1568,1.0000
1817,1.0000
1574,1.0000
2425,1.0000
1156,1.0000
1136,1.0000
1619,1.0000
3000,1.0000
3000,1.0000
3000,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
30,1.0000
